universe_code,universe_name,movie_code,movie_name,country_code,country_name,release_date,opening,gross
1000,MCU,6,The Avengers,351,Portugal,25-Apr-12,622909,2489524
1000,MCU,6,The Avengers,40,Romania,26-Apr-12,N/A,N/A
1000,MCU,6,The Avengers,1008,Serbia and Montenegro,3-May-12,33083,167189
1000,MCU,6,The Avengers,421,Slovakia,3-May-12,N/A,448435
1000,MCU,6,The Avengers,386,Slovenia,3-May-12,40765,163737
1000,MCU,6,The Avengers,27,South Africa,26-Apr-12,1306598,4609462
1000,MCU,6,The Avengers,34,Spain,27-Apr-12,7065265,20220212
1000,MCU,6,The Avengers,46,Sweden,27-Apr-12,2288528,7595353
1000,MCU,6,The Avengers,90,Turkey,4-May-12,1189452,4257979
1000,MCU,6,The Avengers,380,Ukraine,3-May-12,865481,2210225
1000,MCU,6,The Avengers,971,United Arab Emirates,3-May-12,2671492,6689950
1000,MCU,6,The Avengers,44,United Kingdom,26-Apr-12,25670014,80563081
1000,MCU,6,The Avengers,54,Argentina,26-Apr-12,3577647,17331732
1000,MCU,6,The Avengers,591,Bolivia,26-Apr-12,428749,1885220
1000,MCU,6,The Avengers,55,Brazil,27-Apr-12,10814407,63904807
1000,MCU,6,The Avengers,56,Chile,26-Apr-12,1733780,9247146
1000,MCU,6,The Avengers,57,Colombia,27-Apr-12,2314014,7140604
1000,MCU,6,The Avengers,593,Ecuador,27-Apr-12,1294001,5410298
1000,MCU,6,The Avengers,52,Mexico,27-Apr-12,17439946,61748523
1000,MCU,6,The Avengers,51,Peru,26-Apr-12,2230676,8523744
1000,MCU,6,The Avengers,598,Uruguay,27-Apr-12,119780,517473
1000,MCU,6,The Avengers,58,Venezuela,27-Apr-12,1585295,13216039
1000,MCU,6,The Avengers,61,Australia,25-Apr-12,13923182,54385465
1000,MCU,6,The Avengers,852,Hong Kong,26-Apr-12,4351700,12468825
1000,MCU,6,The Avengers,91,India,27-Apr-12,N/A,12616061
1000,MCU,6,The Avengers,62,Indonesia,4-May-12,2914124,11949911
1000,MCU,6,The Avengers,81,Japan,14-Aug-12,6386185,33019883
1000,MCU,6,The Avengers,60,Malaysia,27-Apr-12,3302692,10965615
1000,MCU,6,The Avengers,64,New Zealand,25-Apr-12,1677054,7140832
1000,MCU,6,The Avengers,63,Philippines,25-Apr-12,6580876,14382992
1000,MCU,6,The Avengers,1007,Russia/CIS,3-May-12,14954518,43677418
1000,MCU,6,The Avengers,65,Singapore,1-May-12,3441766,11172253
1000,MCU,6,The Avengers,82,South Korea,26-Apr-20,35745,48651463
1000,MCU,6,The Avengers,886,Taiwan,25-Apr-12,N/A,20100000
1000,MCU,6,The Avengers,66,Thailand,1-May-12,2537093,7935363
1000,MCU,6,The Avengers,86,China,4-May-12,N/A,86300000
1000,MCU,7,Iron Man 3,1,United States,3-May-13,174144585,409013994
1000,MCU,7,Iron Man 3,43,Austria,1-May-13,957272,3524852
1000,MCU,7,Iron Man 3,32,Belgium,24-Apr-13,1006153,3511575
1000,MCU,7,Iron Man 3,359,Bulgaria,26-Apr-13,N/A,651777
1000,MCU,7,Iron Man 3,385,Croatia,25-Apr-13,135300,368750
1000,MCU,7,Iron Man 3,420,Czech Republic,2-May-13,669480,1895271
1000,MCU,7,Iron Man 3,45,Denmark,25-Apr-13,1455234,4432711
1000,MCU,7,Iron Man 3,1003,East Africa,1-May-13,95957,347448
1000,MCU,7,Iron Man 3,20,Egypt,1-May-13,217954,799411
1000,MCU,7,Iron Man 3,358,Finland,24-Apr-13,538759,1892796
1000,MCU,7,Iron Man 3,33,France,24-Apr-13,14900795,38962258
1000,MCU,7,Iron Man 3,49,Germany,1-May-13,8998608,24368143
1000,MCU,7,Iron Man 3,30,Greece,25-Apr-13,714766,2049858
1000,MCU,7,Iron Man 3,36,Hungary,25-Apr-13,576846,2023575
1000,MCU,7,Iron Man 3,354,Iceland,26-Apr-13,76274,379577
1000,MCU,7,Iron Man 3,972,Israel,2-May-13,540686,2152217
1000,MCU,7,Iron Man 3,39,Italy,24-Apr-13,9044472,20910968
1000,MCU,7,Iron Man 3,961,Lebanon,2-May-13,265853,576545
1000,MCU,7,Iron Man 3,31,Netherlands,25-Apr-13,1426835,5720784
1000,MCU,7,Iron Man 3,47,Norway,26-Apr-13,1840342,5330071
1000,MCU,7,Iron Man 3,48,Poland,9-May-13,1507571,4252929
1000,MCU,7,Iron Man 3,351,Portugal,25-Apr-13,575105,1673680
1000,MCU,7,Iron Man 3,1008,Serbia and Montenegro,2-May-13,17063,123278
1000,MCU,7,Iron Man 3,421,Slovakia,2-May-13,180471,502989
1000,MCU,7,Iron Man 3,386,Slovenia,25-Apr-13,43111,178149
1000,MCU,7,Iron Man 3,27,South Africa,1-May-13,1504233,3188171
1000,MCU,7,Iron Man 3,34,Spain,26-Apr-13,4990454,13049065
1000,MCU,7,Iron Man 3,46,Sweden,24-Apr-13,1782207,5500507
1000,MCU,7,Iron Man 3,90,Turkey,3-May-13,1418479,4509262
1000,MCU,7,Iron Man 3,380,Ukraine,2-May-13,1377169,3290686
1000,MCU,7,Iron Man 3,971,United Arab Emirates,2-May-13,2915592,5725369
1000,MCU,7,Iron Man 3,44,United Kingdom,25-Apr-13,21215105,57074453
1000,MCU,7,Iron Man 3,54,Argentina,25-Apr-13,3852313,13556234
1000,MCU,7,Iron Man 3,591,Bolivia,25-Apr-13,385991,1444620
1000,MCU,7,Iron Man 3,55,Brazil,26-Apr-13,11694313,47874596
1000,MCU,7,Iron Man 3,56,Chile,25-Apr-13,1983813,7848244
1000,MCU,7,Iron Man 3,57,Colombia,26-Apr-13,2493283,5870418
1000,MCU,7,Iron Man 3,593,Ecuador,26-Apr-13,1481236,4534301
1000,MCU,7,Iron Man 3,52,Mexico,26-Apr-13,17067467,48566365
1000,MCU,7,Iron Man 3,51,Peru,25-Apr-13,1919107,5794748
1000,MCU,7,Iron Man 3,598,Uruguay,26-Apr-13,136332,507296
1000,MCU,7,Iron Man 3,58,Venezuela,26-Apr-13,2384218,12442756
1000,MCU,7,Iron Man 3,61,Australia,25-Apr-13,14493785,36164486
1000,MCU,7,Iron Man 3,852,Hong Kong,25-Apr-13,4709819,13705128
1000,MCU,7,Iron Man 3,91,India,26-Apr-13,5113914,12209244
1000,MCU,7,Iron Man 3,62,Indonesia,25-Apr-13,4503798,15308150
1000,MCU,7,Iron Man 3,81,Japan,26-Apr-13,4229227,25185661
1000,MCU,7,Iron Man 3,60,Malaysia,26-Apr-13,4725529,13909003
1000,MCU,7,Iron Man 3,64,New Zealand,25-Apr-13,1956469,5226081
1000,MCU,7,Iron Man 3,63,Philippines,24-Apr-13,7413925,14949472
1000,MCU,7,Iron Man 3,1007,Russia/CIS,2-May-13,23120207,44220462
1000,MCU,7,Iron Man 3,65,Singapore,26-Apr-13,3761476,10210551
1000,MCU,7,Iron Man 3,82,South Korea,25-Apr-13,16498150,64211513
1000,MCU,7,Iron Man 3,66,Thailand,1-May-13,3513762,8866802
1000,MCU,7,Iron Man 3,86,China,1-May-13,N/A,121200000
1000,MCU,8,Thor: The Dark World,1,United States,8-Nov-13,85737841,206362140
1000,MCU,8,Thor: The Dark World,43,Austria,31-Oct-13,935519,2561728
1000,MCU,8,Thor: The Dark World,32,Belgium,30-Oct-13,944545,2230285
1000,MCU,8,Thor: The Dark World,359,Bulgaria,1-Nov-13,233383,883334
1000,MCU,8,Thor: The Dark World,385,Croatia,7-Nov-13,122662,309572
1000,MCU,8,Thor: The Dark World,420,Czech Republic,7-Nov-13,543311,1398191
1000,MCU,8,Thor: The Dark World,45,Denmark,31-Oct-13,849842,2128547
1000,MCU,8,Thor: The Dark World,1003,East Africa,8-Nov-13,58740,204454
1000,MCU,8,Thor: The Dark World,20,Egypt,6-Nov-13,84012,536616
1000,MCU,8,Thor: The Dark World,358,Finland,30-Oct-13,304733,1129411
1000,MCU,8,Thor: The Dark World,33,France,30-Oct-13,9943279,22289092
1000,MCU,8,Thor: The Dark World,49,Germany,31-Oct-13,8308931,20356156
1000,MCU,8,Thor: The Dark World,30,Greece,21-Nov-13,546600,1267903
1000,MCU,8,Thor: The Dark World,36,Hungary,14-Nov-13,464669,1104097
1000,MCU,8,Thor: The Dark World,354,Iceland,1-Nov-13,95935,306525
1000,MCU,8,Thor: The Dark World,972,Israel,31-Oct-13,403587,1149742
1000,MCU,8,Thor: The Dark World,39,Italy,20-Nov-13,4964804,11176894
1000,MCU,8,Thor: The Dark World,961,Lebanon,7-Nov-13,193298,523712
1000,MCU,8,Thor: The Dark World,31,Netherlands,31-Oct-13,1017499,3212754
1000,MCU,8,Thor: The Dark World,234,Nigeria,8-Nov-13,57659,164215
1000,MCU,8,Thor: The Dark World,47,Norway,1-Nov-13,N/A,2546889
1000,MCU,8,Thor: The Dark World,48,Poland,8-Nov-13,1043909,3160256
1000,MCU,8,Thor: The Dark World,351,Portugal,31-Oct-13,497854,1485608
1000,MCU,8,Thor: The Dark World,1008,Serbia and Montenegro,7-Nov-13,31674,146913
1000,MCU,8,Thor: The Dark World,421,Slovakia,7-Nov-13,192917,493999
1000,MCU,8,Thor: The Dark World,386,Slovenia,31-Oct-13,40992,148061
1000,MCU,8,Thor: The Dark World,27,South Africa,8-Nov-13,527618,2068342
1000,MCU,8,Thor: The Dark World,34,Spain,31-Oct-13,3339249,8862218
1000,MCU,8,Thor: The Dark World,46,Sweden,30-Oct-13,1162406,3944319
1000,MCU,8,Thor: The Dark World,90,Turkey,1-Nov-13,1009317,3692896
1000,MCU,8,Thor: The Dark World,380,Ukraine,31-Oct-13,898768,2787498
1000,MCU,8,Thor: The Dark World,971,United Arab Emirates,7-Nov-13,1567488,3451574
1000,MCU,8,Thor: The Dark World,44,United Kingdom,30-Oct-13,13804931,26224037
1000,MCU,8,Thor: The Dark World,54,Argentina,14-Nov-13,1734845,5646086
1000,MCU,8,Thor: The Dark World,591,Bolivia,7-Nov-13,228827,1108797
1000,MCU,8,Thor: The Dark World,55,Brazil,1-Nov-13,6691007,27751884
1000,MCU,8,Thor: The Dark World,56,Chile,7-Nov-13,972471,3330635
1000,MCU,8,Thor: The Dark World,57,Colombia,1-Nov-13,1627176,4085479
1000,MCU,8,Thor: The Dark World,593,Ecuador,8-Nov-13,948093,2790162
1000,MCU,8,Thor: The Dark World,52,Mexico,1-Nov-13,8256931,23857540
1000,MCU,8,Thor: The Dark World,51,Peru,7-Nov-13,1380237,4040720
1000,MCU,8,Thor: The Dark World,598,Uruguay,7-Nov-13,75163,205337
1000,MCU,8,Thor: The Dark World,58,Venezuela,8-Nov-13,1397306,9147580
1000,MCU,8,Thor: The Dark World,61,Australia,31-Oct-13,6804662,20494942
1000,MCU,8,Thor: The Dark World,852,Hong Kong,31-Oct-13,2055137,4730882
1000,MCU,8,Thor: The Dark World,91,India,8-Nov-13,1676314,3598734
1000,MCU,8,Thor: The Dark World,81,Japan,1-Feb-14,1833451,6017520
1000,MCU,8,Thor: The Dark World,60,Malaysia,31-Oct-13,3634582,8819558
1000,MCU,8,Thor: The Dark World,64,New Zealand,31-Oct-13,934525,2790409
1000,MCU,8,Thor: The Dark World,63,Philippines,30-Oct-13,4625040,7950502
1000,MCU,8,Thor: The Dark World,1007,Russia/CIS,31-Oct-13,7591036,35732140
1000,MCU,8,Thor: The Dark World,65,Singapore,31-Oct-13,2858414,6300035
1000,MCU,8,Thor: The Dark World,82,South Korea,30-Oct-13,6114417,21114584
1000,MCU,8,Thor: The Dark World,66,Thailand,7-Nov-13,2354229,4552606
1000,MCU,8,Thor: The Dark World,86,China,8-Nov-13,N/A,55340000
1000,MCU,9,Guardians of the Galaxy,1,United States,1-Aug-14,94320883,333176600
1000,MCU,9,Guardians of the Galaxy,43,Austria,28-Aug-14,664375,2531070
1000,MCU,9,Guardians of the Galaxy,32,Belgium,13-Aug-14,757924,2844222
1000,MCU,9,Guardians of the Galaxy,359,Bulgaria,8-Aug-14,115504,547822
1000,MCU,9,Guardians of the Galaxy,385,Croatia,31-Jul-14,51906,308536
1000,MCU,9,Guardians of the Galaxy,420,Czech Republic,31-Jul-14,278042,1170173
1000,MCU,9,Guardians of the Galaxy,45,Denmark,31-Jul-14,739842,2646542
1000,MCU,9,Guardians of the Galaxy,1003,East Africa,1-Aug-14,39453,153454
1000,MCU,9,Guardians of the Galaxy,20,Egypt,13-Aug-14,84097,376549
1000,MCU,9,Guardians of the Galaxy,358,Finland,1-Aug-14,300958,1376093
1000,MCU,9,Guardians of the Galaxy,33,France,13-Aug-14,6575781,19894500
1000,MCU,9,Guardians of the Galaxy,49,Germany,28-Aug-14,6867135,24601759
1000,MCU,9,Guardians of the Galaxy,233,Ghana,1-Aug-14,N/A,4878
1000,MCU,9,Guardians of the Galaxy,30,Greece,4-Sep-14,236485,703988
1000,MCU,9,Guardians of the Galaxy,36,Hungary,14-Aug-14,502638,1625312
1000,MCU,9,Guardians of the Galaxy,354,Iceland,30-Jul-14,72768,423971
1000,MCU,9,Guardians of the Galaxy,972,Israel,31-Jul-14,377605,1900924
1000,MCU,9,Guardians of the Galaxy,39,Italy,22-Oct-14,2996138,7011889
1000,MCU,9,Guardians of the Galaxy,254,Kenya,1-Aug-14,N/A,154232
1000,MCU,9,Guardians of the Galaxy,961,Lebanon,14-Aug-14,72430,180532
1000,MCU,9,Guardians of the Galaxy,31,Netherlands,14-Aug-14,1112956,3670838
1000,MCU,9,Guardians of the Galaxy,234,Nigeria,1-Aug-14,43421,116524
1000,MCU,9,Guardians of the Galaxy,47,Norway,1-Aug-14,788033,3075250
1000,MCU,9,Guardians of the Galaxy,48,Poland,1-Aug-14,469855,2518706
1000,MCU,9,Guardians of the Galaxy,351,Portugal,7-Aug-14,345054,1250861
1000,MCU,9,Guardians of the Galaxy,1008,Serbia and Montenegro,7-Aug-14,27503,211909
1000,MCU,9,Guardians of the Galaxy,421,Slovakia,31-Jul-14,104700,339099
1000,MCU,9,Guardians of the Galaxy,386,Slovenia,31-Jul-14,15702,136116
1000,MCU,9,Guardians of the Galaxy,27,South Africa,7-Aug-14,224203,1480923
1000,MCU,9,Guardians of the Galaxy,34,Spain,14-Aug-14,2259376,10149190
1000,MCU,9,Guardians of the Galaxy,46,Sweden,1-Aug-14,1203350,5270506
1000,MCU,9,Guardians of the Galaxy,90,Turkey,1-Aug-14,430561,1919065
1000,MCU,9,Guardians of the Galaxy,380,Ukraine,31-Jul-14,673163,2096984
1000,MCU,9,Guardians of the Galaxy,971,United Arab Emirates,14-Aug-14,926086,2341434
1000,MCU,9,Guardians of the Galaxy,44,United Kingdom,1-Aug-14,10703387,37192445
1000,MCU,9,Guardians of the Galaxy,54,Argentina,31-Jul-14,1845744,4651901
1000,MCU,9,Guardians of the Galaxy,591,Bolivia,31-Jul-14,N/A,795969
1000,MCU,9,Guardians of the Galaxy,55,Brazil,31-Jul-14,5269935,16820519
1000,MCU,9,Guardians of the Galaxy,56,Chile,31-Jul-14,642660,2715355
1000,MCU,9,Guardians of the Galaxy,57,Colombia,7-Aug-14,1595060,2383127
1000,MCU,9,Guardians of the Galaxy,593,Ecuador,1-Aug-14,468054,1639145
1000,MCU,9,Guardians of the Galaxy,52,Mexico,1-Aug-14,6747444,19648542
1000,MCU,9,Guardians of the Galaxy,51,Peru,31-Jul-14,1202113,3464059
1000,MCU,9,Guardians of the Galaxy,598,Uruguay,31-Jul-14,57215,209980
1000,MCU,9,Guardians of the Galaxy,58,Venezuela,8-Aug-14,1702832,6016230
1000,MCU,9,Guardians of the Galaxy,61,Australia,7-Aug-14,6081439,23291983
1000,MCU,9,Guardians of the Galaxy,852,Hong Kong,31-Jul-14,1291940,3325123
1000,MCU,9,Guardians of the Galaxy,91,India,8-Aug-14,897661,2365347
1000,MCU,9,Guardians of the Galaxy,81,Japan,13-Sep-14,2088181,9504440
1000,MCU,9,Guardians of the Galaxy,60,Malaysia,31-Jul-14,2736414,5803492
1000,MCU,9,Guardians of the Galaxy,64,New Zealand,7-Aug-14,1015713,3557265
1000,MCU,9,Guardians of the Galaxy,63,Philippines,31-Jul-14,2366868,5382807
1000,MCU,9,Guardians of the Galaxy,1007,Russia/CIS,31-Jul-14,12901954,23530783
1000,MCU,9,Guardians of the Galaxy,65,Singapore,31-Jul-14,1785046,4729358
1000,MCU,9,Guardians of the Galaxy,82,South Korea,31-Jul-14,3830414,10129673
1000,MCU,9,Guardians of the Galaxy,66,Thailand,31-Jul-14,1382864,3411898
1000,MCU,9,Guardians of the Galaxy,86,China,10-Oct-14,N/A,86346366
1000,MCU,10,Avengers: Age of Ultron,1,United States,1-May-15,191271109,459005868
1000,MCU,10,Avengers: Age of Ultron,43,Austria,23-Apr-15,928359,4086924
1000,MCU,10,Avengers: Age of Ultron,973,Bahrain,30-Apr-15,319153,562690
1000,MCU,10,Avengers: Age of Ultron,32,Belgium,22-Apr-15,964862,3313943
1000,MCU,10,Avengers: Age of Ultron,359,Bulgaria,24-Apr-15,194722,645121
1000,MCU,10,Avengers: Age of Ultron,385,Croatia,30-Apr-15,153418,348389
1000,MCU,10,Avengers: Age of Ultron,420,Czech Republic,30-Apr-15,838946,2011520
1000,MCU,10,Avengers: Age of Ultron,45,Denmark,23-Apr-15,1462982,4578163
1000,MCU,10,Avengers: Age of Ultron,20,Egypt,29-Apr-15,299960,1218558
1000,MCU,10,Avengers: Age of Ultron,372,Estonia,1-May-15,118599,261445
1000,MCU,10,Avengers: Age of Ultron,358,Finland,22-Apr-15,424849,1338700
1000,MCU,10,Avengers: Age of Ultron,33,France,22-Apr-15,12467255,34270887
1000,MCU,10,Avengers: Age of Ultron,49,Germany,23-Apr-15,9360948,31193932
1000,MCU,10,Avengers: Age of Ultron,30,Greece,30-Apr-15,772676,1776109
1000,MCU,10,Avengers: Age of Ultron,36,Hungary,7-May-15,807040,1980532
1000,MCU,10,Avengers: Age of Ultron,354,Iceland,23-Apr-15,99400,371887
1000,MCU,10,Avengers: Age of Ultron,972,Israel,23-Apr-15,762651,2021296
1000,MCU,10,Avengers: Age of Ultron,39,Italy,23-Apr-15,7751190,18120047
1000,MCU,10,Avengers: Age of Ultron,962,Jordan,30-Apr-15,134455,361851
1000,MCU,10,Avengers: Age of Ultron,254,Kenya,30-Apr-15,156523,317574
1000,MCU,10,Avengers: Age of Ultron,371,Latvia,1-May-15,77549,195571
1000,MCU,10,Avengers: Age of Ultron,961,Lebanon,30-Apr-15,269622,542714
1000,MCU,10,Avengers: Age of Ultron,370,Lithuania,1-May-15,69951,176271
1000,MCU,10,Avengers: Age of Ultron,31,Netherlands,23-Apr-15,1413055,5465221
1000,MCU,10,Avengers: Age of Ultron,234,Nigeria,1-May-15,203814,273301
1000,MCU,10,Avengers: Age of Ultron,47,Norway,22-Apr-15,1065873,4770579
1000,MCU,10,Avengers: Age of Ultron,968,Oman,30-Apr-15,286417,359221
1000,MCU,10,Avengers: Age of Ultron,48,Poland,7-May-15,1379910,3967269
1000,MCU,10,Avengers: Age of Ultron,351,Portugal,29-Apr-15,697966,1841706
1000,MCU,10,Avengers: Age of Ultron,40,Romania,24-Apr-15,382531,1137226
1000,MCU,10,Avengers: Age of Ultron,1008,Serbia and Montenegro,30-Apr-15,48605,190746
1000,MCU,10,Avengers: Age of Ultron,421,Slovakia,30-Apr-15,288328,588510
1000,MCU,10,Avengers: Age of Ultron,386,Slovenia,1-May-15,49325,122335
1000,MCU,10,Avengers: Age of Ultron,27,South Africa,24-Apr-15,1020613,3276734
1000,MCU,10,Avengers: Age of Ultron,34,Spain,30-Apr-15,4866691,13640131
1000,MCU,10,Avengers: Age of Ultron,46,Sweden,22-Apr-15,1617783,5240559
1000,MCU,10,Avengers: Age of Ultron,1010,Switzerland (French),22-Apr-15,495350,1307885
1000,MCU,10,Avengers: Age of Ultron,1011,Switzerland (German),23-Apr-15,916665,2717245
1000,MCU,10,Avengers: Age of Ultron,90,Turkey,1-May-15,2205205,5864977
1000,MCU,10,Avengers: Age of Ultron,380,Ukraine,23-Apr-15,734187,1909793
1000,MCU,10,Avengers: Age of Ultron,971,United Arab Emirates,30-Apr-15,3166819,3166819
1000,MCU,10,Avengers: Age of Ultron,44,United Kingdom,24-Apr-15,27368366,62974363
1000,MCU,10,Avengers: Age of Ultron,54,Argentina,23-Apr-15,4219198,9280502
1000,MCU,10,Avengers: Age of Ultron,591,Bolivia,30-Apr-15,837003,2278266
1000,MCU,10,Avengers: Age of Ultron,55,Brazil,23-Apr-15,12621463,47862465
1000,MCU,10,Avengers: Age of Ultron,56,Chile,30-Apr-15,2490893,6942365
1000,MCU,10,Avengers: Age of Ultron,57,Colombia,30-Apr-15,3824585,9955023
1000,MCU,10,Avengers: Age of Ultron,593,Ecuador,30-Apr-15,2076390,5590716
1000,MCU,10,Avengers: Age of Ultron,52,Mexico,30-Apr-15,18689287,50940433
1000,MCU,10,Avengers: Age of Ultron,51,Peru,30-Apr-15,3277630,7025935
1000,MCU,10,Avengers: Age of Ultron,598,Uruguay,30-Apr-15,150299,458022
1000,MCU,10,Avengers: Age of Ultron,58,Venezuela,1-May-15,3675546,18531156
1000,MCU,10,Avengers: Age of Ultron,61,Australia,23-Apr-15,12296515,30969152
1000,MCU,10,Avengers: Age of Ultron,852,Hong Kong,23-Apr-15,6391455,17155906
1000,MCU,10,Avengers: Age of Ultron,91,India,24-Apr-15,7668237,16695001
1000,MCU,10,Avengers: Age of Ultron,81,Japan,4-Jul-15,6450874,26373434
1000,MCU,10,Avengers: Age of Ultron,60,Malaysia,23-Apr-15,4996525,13390227
1000,MCU,10,Avengers: Age of Ultron,64,New Zealand,23-Apr-15,2044709,1808028
1000,MCU,10,Avengers: Age of Ultron,63,Philippines,22-Apr-15,7365190,14097441
1000,MCU,10,Avengers: Age of Ultron,1007,Russia/CIS,23-Apr-15,16042816,34319424
1000,MCU,10,Avengers: Age of Ultron,65,Singapore,23-Apr-15,3561440,9904467
1000,MCU,10,Avengers: Age of Ultron,82,South Korea,23-Apr-20,28099,72319433
1000,MCU,10,Avengers: Age of Ultron,886,Taiwan,22-Apr-15,5345228,18417745
1000,MCU,10,Avengers: Age of Ultron,66,Thailand,30-Apr-15,4186088,8850822
1000,MCU,10,Avengers: Age of Ultron,84,Vietnam,24-Apr-15,1514617,5259089
1000,MCU,10,Avengers: Age of Ultron,86,China,11-May-15,N/A,240110000
1000,MCU,11,Ant-Man,1,United States,17-Jul-15,57225526,180202163
1000,MCU,11,Ant-Man,43,Austria,23-Jul-15,145525,787916
1000,MCU,11,Ant-Man,32,Belgium,15-Jul-15,335682,1239587
1000,MCU,11,Ant-Man,359,Bulgaria,10-Jul-15,39262,187167
1000,MCU,11,Ant-Man,385,Croatia,16-Jul-15,33817,164337
1000,MCU,11,Ant-Man,420,Czech Republic,16-Jul-15,154299,618895
1000,MCU,11,Ant-Man,45,Denmark,22-Jul-15,313694,918472
1000,MCU,11,Ant-Man,372,Estonia,17-Jul-15,26824,111047
1000,MCU,11,Ant-Man,358,Finland,22-Jul-15,N/A,595592
1000,MCU,11,Ant-Man,33,France,14-Jul-15,3394258,13562428
1000,MCU,11,Ant-Man,49,Germany,23-Jul-15,1684796,5917308
1000,MCU,11,Ant-Man,233,Ghana,17-Sep-15,N/A,361113
1000,MCU,11,Ant-Man,30,Greece,17-Sep-15,151531,361113
1000,MCU,11,Ant-Man,354,Iceland,16-Jul-16,N/A,183341
1000,MCU,11,Ant-Man,972,Israel,16-Jul-15,374652,1336529
1000,MCU,11,Ant-Man,39,Italy,12-Aug-15,1739972,5290741
1000,MCU,11,Ant-Man,962,Jordan,30-Jul-15,86453,206685
1000,MCU,11,Ant-Man,254,Kenya,17-Jul-15,40043,118525
1000,MCU,11,Ant-Man,371,Latvia,31-Jul-15,18755,57263
1000,MCU,11,Ant-Man,961,Lebanon,30-Jul-15,135507,337940
1000,MCU,11,Ant-Man,370,Lithuania,17-Jul-15,16216,59705
1000,MCU,11,Ant-Man,31,Netherlands,23-Jul-15,958574,1850753
1000,MCU,11,Ant-Man,234,Nigeria,17-Jul-15,70578,96199
1000,MCU,11,Ant-Man,47,Norway,22-Jul-15,344303,1363039
1000,MCU,11,Ant-Man,48,Poland,17-Jul-15,266417,1300023
1000,MCU,11,Ant-Man,351,Portugal,16-Jul-15,230449,789416
1000,MCU,11,Ant-Man,1008,Serbia and Montenegro,16-Jul-15,11909,66156
1000,MCU,11,Ant-Man,421,Slovakia,16-Jul-15,47104,146223
1000,MCU,11,Ant-Man,386,Slovenia,17-Jul-15,8037,35601
1000,MCU,11,Ant-Man,27,South Africa,31-Jul-15,276042,748336
1000,MCU,11,Ant-Man,34,Spain,24-Jul-15,912543,4146982
1000,MCU,11,Ant-Man,46,Sweden,22-Jul-15,547623,2138644
1000,MCU,11,Ant-Man,41,Switzerland,15-Jul-15,N/A,343811
1000,MCU,11,Ant-Man,1010,Switzerland (French),15-Jul-15,135603,389498
1000,MCU,11,Ant-Man,1011,Switzerland (German),23-Jul-15,215867,528386
1000,MCU,11,Ant-Man,380,Ukraine,16-Jul-15,311026,848150
1000,MCU,11,Ant-Man,971,United Arab Emirates,N/A,16586,2887816
1000,MCU,11,Ant-Man,44,United Kingdom,17-Jul-15,6262540,25190193
1000,MCU,11,Ant-Man,54,Argentina,16-Jul-15,1059637,4126139
1000,MCU,11,Ant-Man,591,Bolivia,16-Jul-15,188672,589218
1000,MCU,11,Ant-Man,55,Brazil,16-Jul-15,3889903,12431089
1000,MCU,11,Ant-Man,56,Chile,16-Jul-15,503674,1280378
1000,MCU,11,Ant-Man,57,Colombia,16-Jul-15,855316,1872949
1000,MCU,11,Ant-Man,593,Ecuador,17-Jul-15,465682,1354260
1000,MCU,11,Ant-Man,52,Mexico,17-Jul-15,5341983,15100000
1000,MCU,11,Ant-Man,51,Peru,16-Jul-15,1031667,2883625
1000,MCU,11,Ant-Man,598,Uruguay,16-Jul-15,47217,94883
1000,MCU,11,Ant-Man,58,Venezuela,15-Jul-15,1036596,6781787
1000,MCU,11,Ant-Man,61,Australia,16-Jul-15,3944593,10901077
1000,MCU,11,Ant-Man,852,Hong Kong,16-Jul-15,2350298,6992049
1000,MCU,11,Ant-Man,91,India,24-Jul-15,949679,1629855
1000,MCU,11,Ant-Man,81,Japan,19-Sep-15,1669832,9670913
1000,MCU,11,Ant-Man,60,Malaysia,16-Jul-15,2568361,6747317
1000,MCU,11,Ant-Man,64,New Zealand,17-Jul-15,686690,707807
1000,MCU,11,Ant-Man,63,Philippines,15-Jul-15,2829388,5243134
1000,MCU,11,Ant-Man,1007,Russia/CIS,17-Jul-15,4709025,11500000
1000,MCU,11,Ant-Man,65,Singapore,16-Jul-15,2013434,4514252
1000,MCU,11,Ant-Man,82,South Korea,3-Sep-15,N/A,21120665
1000,MCU,11,Ant-Man,886,Taiwan,16-Jul-15,2944496,11100000
1000,MCU,11,Ant-Man,66,Thailand,15-Jul-15,1373970,3341724
1000,MCU,11,Ant-Man,84,Vietnam,24-Jul-15,644555,2054218
1000,MCU,11,Ant-Man,86,China,16-Oct-15,N/A,105370038
1000,MCU,12,Captain America: Civil War,1,United States,6-May-16,179139142,408084349
1000,MCU,12,Captain America: Civil War,43,Austria,28-Apr-16,N/A,2844970
1000,MCU,12,Captain America: Civil War,32,Belgium,27-Apr-16,N/A,2489851
1000,MCU,12,Captain America: Civil War,359,Bulgaria,29-Apr-16,185804,516255
1000,MCU,12,Captain America: Civil War,420,Czech Republic,5-May-16,584798,1459184
1000,MCU,12,Captain America: Civil War,45,Denmark,28-Apr-16,N/A,3084144
1000,MCU,12,Captain America: Civil War,358,Finland,27-Apr-16,235310,1431062
1000,MCU,12,Captain America: Civil War,33,France,27-Apr-16,9414467,23219052
1000,MCU,12,Captain America: Civil War,49,Germany,28-Apr-16,7195619,21770093
