movie_code,country_code,release_date,opening,gross
8,61,31-Oct-13,"$6,804,662 ","$20,494,942 "
8,852,31-Oct-13,"$2,055,137 ","$4,730,882 "
8,91,8-Nov-13,"$1,676,314 ","$3,598,734 "
8,81,1-Feb-14,"$1,833,451 ","$6,017,520 "
8,60,31-Oct-13,"$3,634,582 ","$8,819,558 "
8,64,31-Oct-13,"$934,525 ","$2,790,409 "
8,63,30-Oct-13,"$4,625,040 ","$7,950,502 "
8,1007,31-Oct-13,"$7,591,036 ","$35,732,140 "
8,65,31-Oct-13,"$2,858,414 ","$6,300,035 "
8,82,30-Oct-13,"$6,114,417 ","$21,114,584 "
8,66,7-Nov-13,"$2,354,229 ","$4,552,606 "
8,86,8-Nov-13,Unknown,"$55,340,000 "
9,1,1-Aug-14,"$94,320,883 ","$333,176,600 "
9,43,28-Aug-14,"$664,375 ","$2,531,070 "
9,32,13-Aug-14,"$757,924 ","$2,844,222 "
9,359,8-Aug-14,"$115,504 ","$547,822 "
9,385,31-Jul-14,"$51,906 ","$308,536 "
9,420,31-Jul-14,"$278,042 ","$1,170,173 "
9,45,31-Jul-14,"$739,842 ","$2,646,542 "
9,1003,1-Aug-14,"$39,453 ","$153,454 "
9,20,13-Aug-14,"$84,097 ","$376,549 "
9,358,1-Aug-14,"$300,958 ","$1,376,093 "
9,33,13-Aug-14,"$6,575,781 ","$19,894,500 "
9,49,28-Aug-14,"$6,867,135 ","$24,601,759 "
9,233,1-Aug-14,Unknown,"$4,878 "
9,30,4-Sep-14,"$236,485 ","$703,988 "
9,36,14-Aug-14,"$502,638 ","$1,625,312 "
9,354,30-Jul-14,"$72,768 ","$423,971 "
9,972,31-Jul-14,"$377,605 ","$1,900,924 "
9,39,22-Oct-14,"$2,996,138 ","$7,011,889 "
9,254,1-Aug-14,Unknown,"$154,232 "
9,961,14-Aug-14,"$72,430 ","$180,532 "
9,31,14-Aug-14,"$1,112,956 ","$3,670,838 "
9,234,1-Aug-14,"$43,421 ","$116,524 "
9,47,1-Aug-14,"$788,033 ","$3,075,250 "
9,48,1-Aug-14,"$469,855 ","$2,518,706 "
9,351,7-Aug-14,"$345,054 ","$1,250,861 "
9,1008,7-Aug-14,"$27,503 ","$211,909 "
9,421,31-Jul-14,"$104,700 ","$339,099 "
9,386,31-Jul-14,"$15,702 ","$136,116 "
9,27,7-Aug-14,"$224,203 ","$1,480,923 "
9,34,14-Aug-14,"$2,259,376 ","$10,149,190 "
9,46,1-Aug-14,"$1,203,350 ","$5,270,506 "
9,90,1-Aug-14,"$430,561 ","$1,919,065 "
9,380,31-Jul-14,"$673,163 ","$2,096,984 "
9,971,14-Aug-14,"$926,086 ","$2,341,434 "
9,44,1-Aug-14,"$10,703,387 ","$37,192,445 "
9,54,31-Jul-14,"$1,845,744 ","$4,651,901 "
9,591,31-Jul-14,Unknown,"$795,969 "
9,55,31-Jul-14,"$5,269,935 ","$16,820,519 "
9,56,31-Jul-14,"$642,660 ","$2,715,355 "
9,57,7-Aug-14,"$1,595,060 ","$2,383,127 "
9,593,1-Aug-14,"$468,054 ","$1,639,145 "
9,52,1-Aug-14,"$6,747,444 ","$19,648,542 "
9,51,31-Jul-14,"$1,202,113 ","$3,464,059 "
9,598,31-Jul-14,"$57,215 ","$209,980 "
9,58,8-Aug-14,"$1,702,832 ","$6,016,230 "
9,61,7-Aug-14,"$6,081,439 ","$23,291,983 "
9,852,31-Jul-14,"$1,291,940 ","$3,325,123 "
9,91,8-Aug-14,"$897,661 ","$2,365,347 "
9,81,13-Sep-14,"$2,088,181 ","$9,504,440 "
9,60,31-Jul-14,"$2,736,414 ","$5,803,492 "
9,64,7-Aug-14,"$1,015,713 ","$3,557,265 "
9,63,31-Jul-14,"$2,366,868 ","$5,382,807 "
9,1007,31-Jul-14,"$12,901,954 ","$23,530,783 "
9,65,31-Jul-14,"$1,785,046 ","$4,729,358 "
9,82,31-Jul-14,"$3,830,414 ","$10,129,673 "
9,66,31-Jul-14,"$1,382,864 ","$3,411,898 "
9,86,10-Oct-14,Unknown,"$86,346,366 "
10,1,1-May-15,"$191,271,109 ","$459,005,868 "
10,43,23-Apr-15,"$928,359 ","$4,086,924 "
10,973,30-Apr-15,"$319,153 ","$562,690 "
10,32,22-Apr-15,"$964,862 ","$3,313,943 "
10,359,24-Apr-15,"$194,722 ","$645,121 "
10,385,30-Apr-15,"$153,418 ","$348,389 "
10,420,30-Apr-15,"$838,946 ","$2,011,520 "
10,45,23-Apr-15,"$1,462,982 ","$4,578,163 "
10,20,29-Apr-15,"$299,960 ","$1,218,558 "
10,372,1-May-15,"$118,599 ","$261,445 "
10,358,22-Apr-15,"$424,849 ","$1,338,700 "
10,33,22-Apr-15,"$12,467,255 ","$34,270,887 "
10,49,23-Apr-15,"$9,360,948 ","$31,193,932 "
10,30,30-Apr-15,"$772,676 ","$1,776,109 "
10,36,7-May-15,"$807,040 ","$1,980,532 "
10,354,23-Apr-15,"$99,400 ","$371,887 "
10,972,23-Apr-15,"$762,651 ","$2,021,296 "
10,39,23-Apr-15,"$7,751,190 ","$18,120,047 "
10,962,30-Apr-15,"$134,455 ","$361,851 "
10,254,30-Apr-15,"$156,523 ","$317,574 "
10,371,1-May-15,"$77,549 ","$195,571 "
10,961,30-Apr-15,"$269,622 ","$542,714 "
10,370,1-May-15,"$69,951 ","$176,271 "
10,31,23-Apr-15,"$1,413,055 ","$5,465,221 "
10,234,1-May-15,"$203,814 ","$273,301 "
10,47,22-Apr-15,"$1,065,873 ","$4,770,579 "
10,968,30-Apr-15,"$286,417 ","$359,221 "
10,48,7-May-15,"$1,379,910 ","$3,967,269 "
10,351,29-Apr-15,"$697,966 ","$1,841,706 "
10,40,24-Apr-15,"$382,531 ","$1,137,226 "
10,1008,30-Apr-15,"$48,605 ","$190,746 "
10,421,30-Apr-15,"$288,328 ","$588,510 "
10,386,1-May-15,"$49,325 ","$122,335 "
10,27,24-Apr-15,"$1,020,613 ","$3,276,734 "
10,34,30-Apr-15,"$4,866,691 ","$13,640,131 "
10,46,22-Apr-15,"$1,617,783 ","$5,240,559 "
10,1010,22-Apr-15,"$495,350 ","$1,307,885 "
10,1011,23-Apr-15,"$916,665 ","$2,717,245 "
10,90,1-May-15,"$2,205,205 ","$5,864,977 "
10,380,23-Apr-15,"$734,187 ","$1,909,793 "
10,971,30-Apr-15,"$3,166,819 ","$3,166,819 "
10,44,24-Apr-15,"$27,368,366 ","$62,974,363 "
10,54,23-Apr-15,"$4,219,198 ","$9,280,502 "
10,591,30-Apr-15,"$837,003 ","$2,278,266 "
10,55,23-Apr-15,"$12,621,463 ","$47,862,465 "
10,56,30-Apr-15,"$2,490,893 ","$6,942,365 "
10,57,30-Apr-15,"$3,824,585 ","$9,955,023 "
10,593,30-Apr-15,"$2,076,390 ","$5,590,716 "
10,52,30-Apr-15,"$18,689,287 ","$50,940,433 "
10,51,30-Apr-15,"$3,277,630 ","$7,025,935 "
10,598,30-Apr-15,"$150,299 ","$458,022 "
10,58,1-May-15,"$3,675,546 ","$18,531,156 "
10,61,23-Apr-15,"$12,296,515 ","$30,969,152 "
10,852,23-Apr-15,"$6,391,455 ","$17,155,906 "
10,91,24-Apr-15,"$7,668,237 ","$16,695,001 "
10,81,4-Jul-15,"$6,450,874 ","$26,373,434 "
10,60,23-Apr-15,"$4,996,525 ","$13,390,227 "
10,64,23-Apr-15,"$2,044,709 ","$1,808,028 "
10,63,22-Apr-15,"$7,365,190 ","$14,097,441 "
10,1007,23-Apr-15,"$16,042,816 ","$34,319,424 "
10,65,23-Apr-15,"$3,561,440 ","$9,904,467 "
10,82,23-Apr-20,"$28,099 ","$72,319,433 "
10,886,22-Apr-15,"$5,345,228 ","$18,417,745 "
10,66,30-Apr-15,"$4,186,088 ","$8,850,822 "
10,84,24-Apr-15,"$1,514,617 ","$5,259,089 "
10,86,11-May-15,Unknown,"$240,110,000 "
11,1,17-Jul-15,"$57,225,526 ","$180,202,163 "
11,43,23-Jul-15,"$145,525 ","$787,916 "
11,32,15-Jul-15,"$335,682 ","$1,239,587 "
11,359,10-Jul-15,"$39,262 ","$187,167 "
11,385,16-Jul-15,"$33,817 ","$164,337 "
11,420,16-Jul-15,"$154,299 ","$618,895 "
11,45,22-Jul-15,"$313,694 ","$918,472 "
11,372,17-Jul-15,"$26,824 ","$111,047 "
11,358,22-Jul-15,Unknown,"$595,592 "
11,33,14-Jul-15,"$3,394,258 ","$13,562,428 "
11,49,23-Jul-15,"$1,684,796 ","$5,917,308 "
11,233,17-Sep-15,Unknown,"$361,113 "
11,30,17-Sep-15,"$151,531 ","$361,113 "
11,354,16-Jul-16,Unknown,"$183,341 "
11,972,16-Jul-15,"$374,652 ","$1,336,529 "
11,39,12-Aug-15,"$1,739,972 ","$5,290,741 "
11,962,30-Jul-15,"$86,453 ","$206,685 "
11,254,17-Jul-15,"$40,043 ","$118,525 "
11,371,31-Jul-15,"$18,755 ","$57,263 "
11,961,30-Jul-15,"$135,507 ","$337,940 "
11,370,17-Jul-15,"$16,216 ","$59,705 "
11,31,23-Jul-15,"$958,574 ","$1,850,753 "
11,234,17-Jul-15,"$70,578 ","$96,199 "
11,47,22-Jul-15,"$344,303 ","$1,363,039 "
11,48,17-Jul-15,"$266,417 ","$1,300,023 "
11,351,16-Jul-15,"$230,449 ","$789,416 "
11,1008,16-Jul-15,"$11,909 ","$66,156 "
11,421,16-Jul-15,"$47,104 ","$146,223 "
11,386,17-Jul-15,"$8,037 ","$35,601 "
11,27,31-Jul-15,"$276,042 ","$748,336 "
11,34,24-Jul-15,"$912,543 ","$4,146,982 "
11,46,22-Jul-15,"$547,623 ","$2,138,644 "
11,41,15-Jul-15,Unknown,"$343,811 "
11,1010,15-Jul-15,"$135,603 ","$389,498 "
11,1011,23-Jul-15,"$215,867 ","$528,386 "
11,380,16-Jul-15,"$311,026 ","$848,150 "
11,971,Unknown,"$16,586 ","$2,887,816 "
11,44,17-Jul-15,"$6,262,540 ","$25,190,193 "
11,54,16-Jul-15,"$1,059,637 ","$4,126,139 "
11,591,16-Jul-15,"$188,672 ","$589,218 "
11,55,16-Jul-15,"$3,889,903 ","$12,431,089 "
11,56,16-Jul-15,"$503,674 ","$1,280,378 "
11,57,16-Jul-15,"$855,316 ","$1,872,949 "
11,593,17-Jul-15,"$465,682 ","$1,354,260 "
11,52,17-Jul-15,"$5,341,983 ","$15,100,000 "
11,51,16-Jul-15,"$1,031,667 ","$2,883,625 "
11,598,16-Jul-15,"$47,217 ","$94,883 "
11,58,15-Jul-15,"$1,036,596 ","$6,781,787 "
11,61,16-Jul-15,"$3,944,593 ","$10,901,077 "
11,852,16-Jul-15,"$2,350,298 ","$6,992,049 "
11,91,24-Jul-15,"$949,679 ","$1,629,855 "
11,81,19-Sep-15,"$1,669,832 ","$9,670,913 "
11,60,16-Jul-15,"$2,568,361 ","$6,747,317 "
11,64,17-Jul-15,"$686,690 ","$707,807 "
11,63,15-Jul-15,"$2,829,388 ","$5,243,134 "
11,1007,17-Jul-15,"$4,709,025 ","$11,500,000 "
11,65,16-Jul-15,"$2,013,434 ","$4,514,252 "
11,82,3-Sep-15,Unknown,"$21,120,665 "
11,886,16-Jul-15,"$2,944,496 ","$11,100,000 "
11,66,15-Jul-15,"$1,373,970 ","$3,341,724 "
11,84,24-Jul-15,"$644,555 ","$2,054,218 "
11,86,16-Oct-15,Unknown,"$105,370,038 "
12,1,6-May-16,"$179,139,142 ","$408,084,349 "
12,43,28-Apr-16,Unknown,"$2,844,970 "
12,32,27-Apr-16,Unknown,"$2,489,851 "
12,359,29-Apr-16,"$185,804 ","$516,255 "
12,420,5-May-16,"$584,798 ","$1,459,184 "
12,45,28-Apr-16,Unknown,"$3,084,144 "
12,358,27-Apr-16,"$235,310 ","$1,431,062 "
12,33,27-Apr-16,"$9,414,467 ","$23,219,052 "
12,49,28-Apr-16,"$7,195,619 ","$21,770,093 "
12,354,29-Apr-16,"$119,469 ","$337,237 "
12,39,4-May-16,"$5,404,759 ","$12,963,449 "
12,370,6-May-16,"$57,126 ","$136,836 "
12,31,28-Apr-16,"$1,661,826 ","$4,388,326 "
12,47,27-Apr-16,"$854,440 ","$2,520,919 "
12,48,6-May-16,"$893,695 ","$2,691,473 "
12,351,28-Apr-16,"$453,864 ","$1,528,426 "
12,40,6-May-16,"$495,254 ","$1,162,072 "
12,421,5-May-16,"$225,887 ","$486,912 "
12,386,6-May-16,"$48,960 ","$104,910 "
12,27,29-Apr-16,"$1,053,420 ","$2,132,347 "
12,34,29-Apr-16,"$4,254,431 ","$11,354,178 "
12,46,27-Apr-16,Unknown,"$3,606,960 "
12,41,27-Apr-16,Unknown,"$3,020,845 "
12,1010,27-Apr-16,"$291,680 ","$752,167 "
12,1011,27-Apr-16,"$691,331 ","$1,793,551 "
12,90,6-May-16,"$2,133,429 ","$5,051,436 "
12,380,5-May-16,"$772,905 ","$1,429,130 "
12,971,5-May-16,"$3,268,977 ","$5,963,288 "
12,44,29-Apr-16,"$21,146,409 ","$53,779,860 "
12,54,5-May-16,"$3,555,979 ","$8,314,077 "
12,55,28-Apr-16,"$11,984,952 ","$40,802,843 "
12,56,28-Apr-16,Unknown,"$6,784,327 "
12,57,28-Apr-16,Unknown,"$7,072,395 "
12,52,29-Apr-16,"$20,472,106 ","$41,420,350 "
12,58,Unknown,"$6,273 ","$1,947,286 "
12,61,28-Apr-16,"$10,622,362 ","$25,431,392 "
12,852,27-Apr-16,Unknown,"$15,473,511 "
12,91,6-May-16,Unknown,"$12,094,000 "
12,81,29-Apr-16,"$4,222,504 ","$24,366,759 "
12,60,28-Apr-16,Unknown,"$10,685,000 "
12,64,5-May-16,"$1,426,902 ","$1,406,107 "
12,63,27-Apr-16,Unknown,"$14,195,000 "
12,1007,5-May-16,"$9,432,929 ","$16,557,300 "
12,65,28-Apr-16,Unknown,"$8,396,857 "
12,82,27-Apr-16,"$21,044,001 ","$62,859,896 "
12,886,27-Apr-16,Unknown,"$16,397,475 "
12,66,27-Apr-16,"$3,761,449 ","$11,956,000 "
12,86,6-May-16,"$93,640,448 ","$180,794,517 "
13,1,4-Nov-16,"$85,058,311 ","$232,641,920 "
13,43,27-Oct-16,"$669,391 ","$2,146,709 "
13,32,26-Oct-16,"$514,027 ","$1,893,163 "
13,359,4-Nov-16,"$160,970 ","$544,989 "
13,420,27-Oct-16,"$457,541 ","$1,296,133 "
13,45,28-Oct-16,"$667,880 ","$2,285,111 "
13,358,26-Oct-16,"$440,472 ","$1,293,064 "
13,33,26-Oct-16,"$5,804,619 ","$15,688,092 "
13,49,27-Oct-16,"$4,951,360 ","$17,402,095 "
13,30,27-Oct-16,"$426,088 ","$1,175,663 "
13,36,3-Nov-16,"$489,288 ","$1,205,704 "
13,354,28-Oct-16,"$79,208 ","$289,348 "
13,39,26-Oct-16,"$2,669,141 ","$8,194,378 "
13,370,28-Oct-16,"$46,649 ","$178,354 "
13,31,27-Oct-16,"$1,018,959 ","$3,614,533 "
13,47,4-Nov-16,"$583,328 ","$1,542,492 "
13,48,26-Oct-16,"$767,453 ","$2,463,489 "
13,351,27-Oct-16,"$287,835 ","$954,007 "
13,40,4-Nov-16,"$493,069 ","$1,499,057 "
13,421,3-Nov-16,"$182,160 ","$389,195 "
13,386,4-Nov-16,"$35,524 ","$86,007 "
13,27,4-Nov-16,"$324,677 ","$1,158,119 "
13,34,28-Oct-16,"$2,130,129 ","$6,975,576 "
13,46,28-Oct-16,"$856,746 ","$3,140,938 "
13,41,26-Oct-16,"$664,319 ","$2,379,075 "
13,90,4-Nov-16,Unknown,"$3,202,816 "
13,380,27-Oct-16,"$725,057 ","$2,431,951 "
13,971,3-Nov-16,"$1,452,342 ","$3,444,965 "
13,44,25-Oct-16,"$11,325,184 ","$28,547,412 "
13,54,24-Nov-16,"$967,579 ","$3,460,732 "
13,591,3-Nov-16,"$192,244 ","$691,322 "
13,55,2-Nov-16,"$5,545,170 ","$22,746,665 "
13,56,3-Nov-16,"$837,239 ","$2,548,326 "
13,57,3-Nov-16,"$1,013,777 ","$3,131,814 "
13,52,28-Oct-16,"$4,608,705 ","$13,587,076 "
13,595,3-Nov-16,"$59,004 ","$166,117 "
13,51,26-Oct-16,Unknown,"$2,457,332 "
13,598,3-Nov-16,"$52,025 ","$165,003 "
13,58,4-Nov-16,"$276,000 ","$1,680,938 "
13,61,27-Oct-16,"$4,922,741 ","$15,902,123 "
13,852,27-Oct-16,"$3,273,931 ","$8,172,143 "
13,91,4-Nov-16,"$2,073,301 ","$5,174,482 "
13,81,27-Jan-17,"$3,423,516 ","$16,390,905 "
13,60,27-Oct-16,"$2,359,478 ","$5,863,005 "
13,64,27-Oct-16,"$745,910 ","$2,221,423 "
13,63,26-Oct-16,"$2,703,516 ","$6,208,092 "
13,1007,28-Oct-16,"$2,962,819 ","$22,318,675 "
13,65,27-Oct-16,"$2,118,218 ","$5,382,107 "
13,82,26-Oct-16,"$18,037,210 ","$41,325,970 "
13,886,26-Oct-16,"$4,287,734 ","$9,496,024 "
13,66,27-Oct-16,"$2,609,429 ","$5,029,805 "
13,86,4-Nov-16,"$43,666,292 ","$109,194,913 "
14,1,5-May-17,"$146,510,104 ","$389,813,101 "
14,43,27-Apr-17,"$1,188,341 ","$3,450,633 "
14,32,26-Apr-17,"$695,950 ","$2,548,187 "
14,359,5-May-17,"$139,664 ","$394,221 "
14,420,4-May-17,"$700,218 ","$1,794,331 "
14,45,27-Apr-17,"$1,237,800 ","$3,287,701 "
14,358,26-Apr-17,"$275,534 ","$1,534,857 "
14,33,26-Apr-17,"$7,935,709 ","$24,809,137 "
14,49,27-Apr-17,"$9,334,987 ","$30,165,433 "
14,30,4-May-17,"$257,522 ","$627,157 "
14,36,4-May-17,"$512,531 ","$1,713,606 "
14,354,28-Apr-17,"$156,737 ","$473,545 "
14,39,25-Apr-17,"$2,393,328 ","$7,900,157 "
14,370,28-Apr-17,"$66,619 ","$175,393 "
14,31,27-Apr-17,"$1,535,867 ","$4,462,893 "
14,47,26-Apr-17,"$625,582 ","$2,467,458 "
14,48,5-May-17,"$1,213,653 ","$3,247,124 "
14,351,27-Apr-17,"$354,716 ","$995,552 "
14,40,5-May-17,"$439,369 ","$1,145,604 "
14,421,4-May-17,"$250,538 ","$600,083 "
14,386,4-May-17,"$41,396 ","$121,461 "
14,27,5-May-17,"$616,720 ","$1,545,351 "
14,34,28-Apr-17,"$3,569,904 ","$10,314,253 "
14,46,26-Apr-17,"$1,732,438 ","$4,499,986 "
14,41,25-Apr-17,"$1,076,918 ","$3,151,067 "
14,90,28-Apr-17,"$538,318 ","$1,525,166 "
14,380,2-Jul-20,"$7,311 ","$7,311 "
14,971,4-May-17,"$1,449,913 ","$2,900,361 "
14,44,28-Apr-17,"$16,931,115 ","$53,060,497 "
14,54,4-May-17,"$1,816,851 ","$4,822,234 "
14,591,27-Apr-17,"$275,696 ","$1,099,814 "
14,55,27-Apr-17,"$6,866,688 ","$20,925,686 "
14,56,27-Apr-17,"$994,851 ","$3,154,354 "
14,57,27-Apr-17,"$1,578,020 ","$3,486,978 "
14,52,28-Apr-17,"$8,195,948 ","$19,005,245 "
14,595,27-Apr-17,"$83,578 ","$221,185 "
14,598,27-Apr-17,"$63,095 ","$223,812 "
14,58,28-Apr-17,"$962,491 ","$2,480,721 "
14,61,25-Apr-17,"$11,778,839 ","$24,606,483 "
14,852,27-Apr-17,"$1,898,684 ","$4,756,321 "
14,91,5-May-17,"$1,607,943 ","$3,428,270 "
14,62,26-Apr-17,"$3,401,557 ","$7,683,449 "
14,81,12-May-17,"$2,202,300 ","$10,097,680 "
14,60,27-Apr-17,"$2,200,231 ","$5,327,621 "
14,64,25-Apr-17,"$1,144,536 ","$3,756,100 "
14,63,26-Apr-17,"$3,179,978 ","$6,316,923 "
14,1007,4-May-17,"$12,057,459 ","$27,881,604 "
14,65,27-Apr-17,"$1,751,946 ","$4,606,033 "
14,82,3-May-17,"$6,875,223 ","$20,921,370 "
14,886,27-Apr-17,"$2,311,166 ","$4,715,392 "
14,66,26-Apr-17,"$2,665,190 ","$5,248,385 "
14,86,5-May-17,"$48,563,935 ","$100,663,260 "
15,1,7-Jul-17,"$117,027,503 ","$334,201,140 "
15,43,14-Jul-17,"$608,337 ","$1,755,851 "
15,973,6-Jul-17,Unknown,"$665,503 "
15,32,19-Jul-17,"$876,116 ","$2,278,867 "
15,359,7-Jul-17,"$79,760 ","$340,638 "
15,385,6-Jul-17,"$129,054 ","$461,870 "
15,420,6-Jul-17,"$333,885 ","$1,283,316 "
15,45,6-Jul-17,"$665,133 ","$2,468,895 "
15,20,6-Jul-17,"$146,488 ","$533,993 "
15,372,14-Jul-17,"$67,987 ","$203,713 "
15,358,5-Jul-17,"$195,396 ","$1,158,441 "
15,33,12-Jul-17,"$6,329,921 ","$18,790,173 "
15,49,13-Jul-17,"$3,695,755 ","$11,664,461 "
15,233,7-Jul-17,Unknown,"$53,051 "
15,30,6-Jul-17,"$347,963 ","$1,112,868 "
15,36,6-Jul-17,"$322,832 ","$1,063,307 "
15,354,7-Jul-17,"$71,841 ","$331,584 "
15,972,6-Jul-17,"$773,464 ","$2,602,715 "
15,39,6-Jul-17,"$3,022,513 ","$10,157,185 "
15,962,6-Jul-17,Unknown,"$330,441 "
15,254,7-Jul-17,Unknown,"$260,893 "
15,965,6-Jul-17,Unknown,"$1,666,038 "
15,371,14-Jul-17,"$45,685 ","$139,920 "
15,961,6-Jul-17,"$92,083 ","$629,019 "
15,370,14-Jul-17,"$42,754 ","$149,352 "
15,31,6-Jul-17,"$931,871 ","$4,042,454 "
15,234,7-Jul-17,Unknown,"$280,973 "
15,47,7-Jul-17,"$780,645 ","$2,827,030 "
15,48,14-Jul-17,"$728,939 ","$2,692,532 "
15,351,6-Jul-17,"$441,545 ","$1,321,129 "
15,974,6-Jul-17,Unknown,"$1,102,206 "
15,40,7-Jul-17,"$281,800 ","$1,044,817 "
15,1008,6-Jul-17,"$43,975 ","$179,822 "
15,421,6-Jul-17,"$135,297 ","$408,209 "
15,386,6-Jul-17,"$17,875 ","$104,236 "
15,27,7-Jul-17,"$619,280 ","$2,308,622 "
15,34,28-Jul-17,"$3,323,042 ","$11,950,872 "
15,46,5-Jul-17,"$1,365,779 ","$3,680,062 "
15,41,6-Jul-17,"$20,436 ","$1,853,733 "
15,90,7-Jul-17,"$801,071 ","$2,659,165 "
15,380,6-Jul-17,"$686,843 ","$1,628,395 "
15,971,6-Jul-17,"$2,529,035 ","$5,023,621 "
15,44,5-Jul-17,"$12,091,381 ","$39,582,694 "
15,54,6-Jul-17,"$2,227,359 ","$7,033,029 "
15,591,6-Jul-17,"$371,028 ","$1,407,192 "
15,55,6-Jul-17,"$8,926,785 ","$31,896,083 "
15,56,6-Jul-17,"$1,365,654 ","$4,362,392 "
15,57,6-Jul-17,"$1,628,660 ","$4,592,912 "
15,1-809,6-Jul-17,"$241,398 ","$779,671 "
15,593,7-Jul-17,"$1,001,664 ","$2,692,449 "
15,1-876,5-Jul-17,Unknown,"$297,261 "
15,52,6-Jul-17,"$11,679,553 ","$27,069,013 "
15,507,6-Jul-17,Unknown,"$305,426 "
15,595,6-Jul-17,"$104,133 ","$305,790 "
15,51,6-Jul-17,"$1,901,404 ","$5,205,100 "
15,1013,5-Jul-17,"$244,860 ","$870,753 "
15,598,6-Jul-17,"$193,400 ","$396,392 "
15,58,7-Jul-17,"$451,344 ","$2,527,948 "
15,61,6-Jul-17,"$7,702,416 ","$19,719,661 "
15,852,6-Jul-17,"$3,335,647 ","$9,080,755 "
15,91,7-Jul-17,"$6,459,612 ","$11,403,714 "
15,62,5-Jul-17,"$6,779,105 ","$12,335,003 "
15,81,11-Aug-17,"$7,101,442 ","$25,390,871 "
15,60,6-Jul-17,"$3,511,859 ","$6,771,976 "
15,976,7-Jul-17,Unknown,"$100,575 "
15,64,6-Jul-17,"$861,810 ","$2,695,355 "
15,92,7-Jul-17,"$251,478 ","$665,551 "
15,63,6-Jul-17,"$4,110,362 ","$7,523,563 "
15,1007,6-Jul-17,"$7,798,396 ","$16,341,826 "
15,65,6-Jul-17,"$2,296,431 ","$5,316,786 "
15,82,5-Jul-17,"$25,480,995 ","$51,515,806 "
15,886,5-Jul-17,"$4,744,213 ","$9,657,745 "
15,66,6-Jul-17,"$2,900,022 ","$7,910,547 "
15,84,7-Jul-17,"$904,404 ","$2,140,029 "
15,86,8-Sep-17,"$69,240,992 ","$116,280,889 "
16,1,3-Nov-17,"$122,744,989 ","$315,058,289 "
16,43,31-Oct-17,"$706,964 ","$2,745,268 "
16,32,25-Oct-17,"$705,034 ","$2,566,343 "
16,359,27-Oct-17,"$198,450 ","$733,913 "
16,420,26-Oct-17,"$1,097,809 ","$3,043,078 "
16,45,26-Oct-17,"$897,479 ","$2,918,761 "
16,358,3-Nov-17,"$386,333 ","$1,456,100 "
16,33,25-Oct-17,"$7,713,274 ","$21,262,791 "
16,49,31-Oct-17,"$5,346,885 ","$19,036,145 "
16,30,2-Nov-17,"$464,120 ","$1,295,237 "
16,36,2-Nov-17,"$972,882 ","$2,204,271 "
16,354,27-Oct-17,"$130,902 ","$480,305 "
16,39,25-Oct-17,"$3,521,059 ","$9,874,520 "
16,370,3-Nov-17,"$75,224 ","$216,827 "
16,31,26-Oct-17,"$1,381,756 ","$4,590,401 "
16,47,27-Oct-17,"$912,502 ","$2,753,609 "
16,48,25-Oct-17,"$1,360,073 ","$4,046,509 "
16,351,26-Oct-17,"$421,073 ","$1,344,160 "
16,40,27-Oct-17,"$591,743 ","$2,111,835 "
16,421,2-Nov-17,"$344,937 ","$846,839 "
16,386,26-Oct-17,"$49,640 ","$188,184 "
16,27,27-Oct-17,"$528,465 ","$2,548,900 "
16,34,27-Oct-17,"$3,499,099 ","$10,622,231 "
16,46,27-Oct-17,"$1,283,868 ","$4,541,867 "
16,41,25-Oct-17,"$275,214 ","$2,230,816 "
16,90,27-Oct-17,"$1,105,121 ","$2,981,701 "
16,380,2-Nov-17,"$1,200,377 ","$2,424,456 "
16,971,21-Mar-19,Unknown,"$4,592,345 "
16,44,24-Oct-17,"$16,248,030 ","$40,960,481 "
16,54,26-Oct-17,"$2,002,498 ","$6,169,643 "
16,591,2-Nov-17,"$445,953 ","$1,422,005 "
16,55,26-Oct-17,"$8,132,794 ","$30,485,847 "
16,56,26-Oct-17,"$1,339,568 ","$3,736,319 "
16,57,26-Oct-17,"$1,550,116 ","$5,473,781 "
16,52,2-Nov-17,"$7,380,769 ","$21,249,433 "
16,595,26-Oct-17,"$132,232 ","$358,934 "
16,598,26-Oct-17,"$210,427 ","$380,925 "
16,58,3-Nov-17,"$502,075 ","$2,985,748 "
16,61,26-Oct-17,"$7,782,483 ","$26,997,469 "
16,852,26-Oct-17,"$2,831,676 ","$7,003,816 "
16,91,3-Nov-17,"$5,453,841 ","$11,818,410 "
16,62,25-Oct-17,"$5,897,632 ","$11,746,294 "
16,81,3-Nov-17,"$2,020,827 ","$10,116,575 "
16,60,26-Oct-17,"$3,495,934 ","$8,037,405 "
16,64,26-Oct-17,"$1,401,196 ","$4,714,047 "
16,63,25-Oct-17,"$3,898,923 ","$8,347,510 "
16,1007,2-Nov-17,"$3,734,975 ","$23,648,617 "
16,65,26-Oct-17,"$2,210,498 ","$5,950,587 "
16,82,25-Oct-17,"$15,720,476 ","$35,126,494 "
16,886,25-Oct-17,"$5,164,478 ","$10,411,887 "
16,66,2-Nov-17,"$2,798,475 ","$7,504,939 "
16,86,3-Nov-17,"$53,321,193 ","$112,226,154 "
17,1,16-Feb-18,"$202,003,951 ","$700,059,566 "
17,43,15-Feb-18,"$801,532 ","$2,839,865 "
17,32,14-Feb-18,"$1,234,874 ","$3,851,510 "
