movie_code,country_code,release_date,opening,gross
17,359,16-Feb-18,"$188,715 ","$640,668 "
17,385,15-Feb-18,Unknown,"$446,454 "
17,420,15-Feb-18,"$688,746 ","$2,104,610 "
17,45,15-Feb-18,"$1,295,969 ","$4,801,806 "
17,358,16-Feb-18,"$432,022 ","$2,202,472 "
17,33,14-Feb-18,"$7,627,163 ","$33,114,492 "
17,49,15-Feb-18,"$5,860,941 ","$23,392,484 "
17,30,15-Feb-18,"$339,643 ","$1,236,996 "
17,36,15-Feb-18,"$549,584 ","$1,565,256 "
17,354,16-Feb-18,"$145,544 ","$499,124 "
17,39,14-Feb-18,"$2,913,258 ","$8,953,417 "
17,370,16-Feb-18,"$71,125 ","$232,647 "
17,31,15-Feb-18,"$2,396,540 ","$9,975,474 "
17,47,16-Feb-18,"$902,177 ","$4,245,447 "
17,48,14-Feb-18,"$1,277,362 ","$3,601,530 "
17,351,15-Feb-18,"$548,863 ","$1,966,013 "
17,40,16-Feb-18,"$561,368 ","$1,927,259 "
17,1008,15-Feb-18,Unknown,"$309,632 "
17,421,15-Feb-18,"$280,903 ","$690,443 "
17,386,15-Feb-18,"$52,844 ","$213,891 "
17,27,16-Feb-18,"$1,449,905 ","$8,000,254 "
17,34,16-Feb-18,"$3,017,030 ","$9,716,813 "
17,46,14-Feb-18,"$1,893,988 ","$7,440,220 "
17,41,14-Feb-18,"$982,966 ","$3,840,989 "
17,90,16-Feb-18,"$976,866 ","$2,589,069 "
17,380,15-Feb-18,"$974,941 ","$2,203,288 "
17,971,15-Feb-18,"$2,215,607 ","$6,971,750 "
17,44,13-Feb-18,"$24,916,429 ","$70,631,008 "
17,54,15-Feb-18,"$1,600,889 ","$3,059,469 "
17,591,15-Feb-18,"$283,193 ","$1,312,260 "
17,55,15-Feb-18,"$9,539,422 ","$36,942,425 "
17,56,15-Feb-18,"$1,156,408 ","$4,942,845 "
17,57,15-Feb-18,"$1,895,472 ","$6,797,886 "
17,52,16-Feb-18,"$9,207,156 ","$28,322,788 "
17,595,15-Feb-18,"$114,039 ","$376,976 "
17,598,15-Feb-18,"$77,965 ","$294,091 "
17,58,23-Feb-18,"$108,373 ","$1,023,582 "
17,61,15-Feb-18,"$8,323,490 ","$31,939,868 "
17,852,13-Feb-18,"$3,781,994 ","$8,636,071 "
17,91,16-Feb-18,"$3,874,526 ","$10,668,490 "
17,62,14-Feb-18,"$6,223,814 ","$12,448,743 "
17,81,1-Mar-18,"$2,929,314 ","$14,655,352 "
17,60,14-Feb-18,"$4,713,624 ","$10,251,556 "
17,64,15-Feb-18,"$1,473,480 ","$4,798,352 "
17,63,14-Feb-18,"$4,951,865 ","$9,743,847 "
17,1007,22-Feb-18,"$2,766,058 ","$19,265,532 "
17,65,14-Feb-18,"$2,838,403 ","$7,429,588 "
17,82,14-Feb-18,"$25,332,202 ","$42,859,368 "
17,886,13-Feb-18,"$5,581,020 ","$12,778,780 "
17,66,14-Feb-18,"$4,479,091 ","$8,996,694 "
17,86,9-Mar-18,"$65,131,851 ","$105,062,459 "
18,1,27-Apr-18,"$257,698,183 ","$678,815,482 "
18,43,26-Apr-18,"$1,886,847 ","$5,690,732 "
18,32,25-Apr-18,"$1,854,939 ","$5,654,123 "
18,359,27-Apr-18,"$319,492 ","$982,669 "
18,385,26-Apr-18,"$281,454 ","$769,917 "
18,420,26-Apr-18,"$1,674,394 ","$4,400,723 "
18,45,25-Apr-18,"$2,950,623 ","$6,853,155 "
18,358,25-Apr-18,"$1,437,118 ","$3,376,481 "
18,33,25-Apr-18,"$17,645,304 ","$47,689,983 "
18,49,26-Apr-18,"$15,301,422 ","$45,398,141 "
18,30,26-Apr-18,"$1,046,575 ","$2,820,813 "
18,36,26-Apr-18,"$1,228,462 ","$3,172,176 "
18,354,27-Apr-18,"$216,702 ","$688,359 "
18,39,25-Apr-18,"$7,384,164 ","$22,837,545 "
18,370,27-Apr-18,"$160,693 ","$406,233 "
18,31,25-Apr-18,"$3,830,456 ","$10,430,994 "
18,47,25-Apr-18,"$1,620,456 ","$5,693,803 "
18,48,26-Apr-18,"$2,563,813 ","$7,367,423 "
18,351,26-Apr-18,"$1,175,436 ","$2,823,586 "
18,40,27-Apr-18,"$822,798 ","$2,494,062 "
18,1008,3-May-18,Unknown,"$280,036 "
18,421,26-Apr-18,"$605,120 ","$1,304,762 "
18,386,26-Apr-18,"$109,785 ","$325,818 "
18,27,27-Apr-18,"$2,050,302 ","$5,552,131 "
18,34,27-Apr-18,"$8,637,415 ","$24,809,385 "
18,46,25-Apr-18,"$3,749,830 ","$8,074,716 "
18,41,25-Apr-18,"$2,083,416 ","$5,553,658 "
18,90,27-Apr-18,"$2,566,580 ","$5,696,347 "
18,380,26-Apr-18,"$1,372,912 ","$3,654,152 "
18,971,26-Apr-18,Unknown,"$10,070,159 "
18,44,26-Apr-18,"$41,447,361 ","$96,640,433 "
18,54,26-Apr-18,"$5,437,240 ","$8,064,697 "
18,591,26-Apr-18,"$913,486 ","$3,166,034 "
18,55,26-Apr-18,"$19,062,450 ","$66,684,469 "
18,56,26-Apr-18,"$4,525,397 ","$14,607,578 "
18,57,26-Apr-18,"$4,682,630 ","$13,268,925 "
18,52,27-Apr-18,"$25,382,566 ","$60,058,771 "
18,595,26-Apr-18,"$433,387 ","$1,114,669 "
18,598,26-Apr-18,"$307,882 ","$816,628 "
18,58,27-Apr-18,"$1,787,030 ","$6,093,475 "
18,61,25-Apr-18,"$16,101,807 ","$46,825,158 "
18,852,25-Apr-18,Unknown,"$20,585,253 "
18,91,27-Apr-18,"$18,464,603 ","$43,594,456 "
18,62,25-Apr-18,"$11,414,539 ","$25,288,929 "
18,81,27-Apr-18,"$9,075,979 ","$33,881,648 "
18,60,25-Apr-18,"$8,387,335 ","$17,325,511 "
18,64,25-Apr-18,"$2,748,779 ","$7,092,223 "
18,63,25-Apr-18,"$12,500,128 ","$23,295,180 "
18,1007,3-May-18,"$18,193,251 ","$34,597,189 "
18,65,25-Apr-18,"$4,679,612 ","$12,195,638 "
18,82,25-Apr-18,"$39,173,384 ","$81,741,715 "
18,886,25-Apr-18,"$9,803,289 ","$21,588,140 "
18,66,25-Apr-18,"$9,941,722 ","$17,944,798 "
18,86,11-May-18,"$191,034,859 ","$359,543,153 "
19,1,6-Jul-18,"$75,812,205 ","$216,648,740 "
19,43,26-Jul-18,"$297,042 ","$1,518,401 "
19,32,18-Jul-18,"$328,439 ","$1,327,697 "
19,359,6-Jul-18,"$67,999 ","$226,090 "
19,385,5-Jul-18,"$51,101 ","$175,516 "
19,420,5-Jul-18,"$327,044 ","$1,174,057 "
19,45,4-Jul-18,"$348,717 ","$1,067,087 "
19,358,4-Jul-18,"$342,234 ","$768,487 "
19,33,18-Jul-18,"$4,122,349 ","$14,715,801 "
19,49,26-Jul-18,"$2,489,038 ","$9,424,892 "
19,30,5-Jul-18,"$148,374 ","$507,445 "
19,36,26-Jul-18,"$454,866 ","$988,917 "
19,354,6-Jul-18,"$50,716 ","$233,790 "
19,39,14-Aug-18,"$1,340,247 ","$5,815,017 "
19,370,6-Jul-18,"$28,201 ","$93,014 "
19,31,18-Jul-18,"$668,960 ","$2,655,111 "
19,47,4-Jul-18,"$262,901 ","$1,428,924 "
19,48,3-Aug-18,"$625,004 ","$2,431,877 "
19,351,16-Aug-18,"$316,521 ","$903,713 "
19,40,6-Jul-18,"$233,647 ","$721,491 "
19,421,5-Jul-18,"$126,762 ","$348,420 "
19,386,5-Jul-18,"$17,712 ","$74,081 "
19,27,6-Jul-18,"$363,720 ","$1,351,446 "
19,34,4-Jul-18,"$2,319,456 ","$6,869,063 "
19,46,4-Jul-18,"$603,166 ","$1,967,173 "
19,41,18-Jul-18,"$110,488 ","$1,256,245 "
19,90,6-Jul-18,"$476,737 ","$1,108,544 "
19,380,5-Jul-18,"$588,308 ","$1,373,800 "
19,971,5-Jul-18,Unknown,"$3,233,078 "
19,44,2-Aug-18,"$4,880,620 ","$22,941,205 "
19,54,5-Jul-18,"$1,031,384 ","$2,250,863 "
19,591,5-Jul-18,"$201,259 ","$715,760 "
19,55,5-Jul-18,"$3,545,626 ","$13,010,094 "
19,56,5-Jul-18,"$675,422 ","$2,464,969 "
19,57,5-Jul-18,"$1,298,599 ","$2,900,411 "
19,52,5-Jul-18,"$6,753,487 ","$14,955,084 "
19,595,5-Jul-18,"$63,594 ","$165,264 "
19,598,5-Jul-18,"$62,704 ","$131,780 "
19,58,6-Jul-18,"$630,855 ","$3,433,189 "
19,61,5-Jul-18,"$4,318,895 ","$14,706,863 "
19,852,4-Jul-18,Unknown,"$7,663,339 "
19,91,13-Jul-18,"$3,541,271 ","$6,399,126 "
19,62,4-Jul-18,"$5,748,107 ","$10,005,439 "
19,81,31-Aug-18,"$2,900,593 ","$11,595,269 "
19,60,4-Jul-18,"$3,024,582 ","$5,709,793 "
19,64,5-Jul-18,"$544,350 ","$1,977,609 "
19,63,4-Jul-18,"$3,105,699 ","$5,818,634 "
19,1007,5-Jul-18,"$5,369,291 ","$13,024,266 "
19,65,4-Jul-18,"$1,805,513 ","$4,089,037 "
19,82,4-Jul-18,"$20,905,990 ","$42,384,003 "
19,886,4-Jul-18,"$4,626,311 ","$9,715,007 "
19,66,4-Jul-18,"$2,928,246 ","$5,200,914 "
19,86,24-Aug-18,"$66,664,063 ","$121,203,074 "
20,1,8-Mar-19,"$153,433,423 ","$426,829,839 "
20,43,7-Mar-19,"$1,211,321 ","$3,548,556 "
20,32,6-Mar-19,"$1,404,316 ","$3,594,772 "
20,359,8-Mar-19,"$169,645 ","$537,314 "
20,385,7-Mar-19,"$169,603 ","$457,199 "
20,420,7-Mar-19,"$1,108,668 ","$2,917,784 "
20,45,6-Mar-19,"$1,238,829 ","$3,546,468 "
20,358,6-Mar-19,"$788,199 ","$2,080,074 "
20,33,6-Mar-19,"$9,093,585 ","$27,093,603 "
20,49,7-Mar-19,"$7,909,987 ","$24,309,763 "
20,30,7-Mar-19,Unknown,"$1,564,544 "
20,36,7-Mar-19,"$847,669 ","$2,100,452 "
20,354,8-Mar-19,"$119,687 ","$394,116 "
20,39,6-Mar-19,"$4,576,917 ","$11,458,061 "
20,370,8-Mar-19,"$85,312 ","$214,095 "
20,31,6-Mar-19,"$2,317,312 ","$6,627,859 "
20,234,15-Mar-19,Unknown,"$662,502 "
20,47,8-Mar-19,"$824,108 ","$2,986,127 "
20,48,8-Mar-19,"$1,568,276 ","$4,512,068 "
20,351,7-Mar-19,"$547,696 ","$1,809,207 "
20,40,8-Mar-19,"$568,213 ","$1,676,696 "
20,1008,7-Mar-19,Unknown,"$288,269 "
20,421,7-Mar-19,"$373,208 ","$874,940 "
20,386,7-Mar-19,"$65,514 ","$193,749 "
20,27,8-Mar-19,"$769,325 ","$3,476,490 "
20,34,8-Mar-19,"$4,894,726 ","$14,700,541 "
20,46,6-Mar-19,"$1,714,448 ","$4,744,391 "
20,41,6-Mar-19,"$1,218,430 ","$3,473,564 "
20,90,8-Mar-19,"$1,380,184 ","$3,245,267 "
20,380,7-Mar-19,"$1,399,971 ","$3,099,205 "
20,971,7-Mar-19,"$2,467,323 ","$5,771,044 "
20,44,8-Mar-19,"$16,477,658 ","$51,792,440 "
20,54,7-Mar-19,"$1,932,142 ","$5,419,493 "
20,591,7-Mar-19,"$423,281 ","$1,565,527 "
20,55,7-Mar-19,"$13,258,157 ","$38,152,771 "
20,56,7-Mar-19,"$2,334,642 ","$7,238,907 "
20,57,7-Mar-19,"$2,674,729 ","$8,405,529 "
20,52,8-Mar-19,"$12,812,530 ","$33,314,134 "
20,595,7-Mar-19,"$231,948 ","$554,443 "
20,598,7-Mar-19,"$157,216 ","$481,561 "
20,58,8-Mar-19,Unknown,"$373,082 "
20,61,7-Mar-19,"$9,580,749 ","$29,462,704 "
20,852,6-Mar-19,Unknown,"$10,193,610 "
20,91,8-Mar-19,"$6,880,249 ","$14,407,369 "
20,62,6-Mar-19,"$10,848,400 ","$19,409,550 "
20,81,15-Mar-19,"$3,825,559 ","$17,752,989 "
20,60,6-Mar-19,"$5,568,352 ","$10,947,027 "
20,64,7-Mar-19,"$1,451,444 ","$4,183,423 "
20,63,6-Mar-19,"$6,113,889 ","$12,492,800 "
20,1007,7-Mar-19,"$10,728,619 ","$20,127,342 "
20,65,7-Mar-19,"$3,032,399 ","$7,563,874 "
20,82,6-Mar-19,"$18,146,391 ","$42,920,725 "
20,886,6-Mar-19,"$6,155,035 ","$13,076,926 "
20,66,6-Mar-19,"$6,536,142 ","$11,324,752 "
20,84,8-Mar-19,"$1,941,441 ","$4,008,703 "
20,86,8-Mar-19,"$86,376,752 ","$154,070,663 "
21,1,26-Apr-19,"$357,115,007 ","$858,373,000 "
21,43,24-Apr-19,"$3,563,042 ","$8,381,072 "
21,32,24-Apr-19,"$3,141,578 ","$8,682,740 "
21,359,26-Apr-19,"$442,037 ","$131,166 "
21,385,25-Apr-19,"$545,732 ","$1,144,369 "
21,420,25-Apr-19,"$2,534,713 ","$6,610,971 "
21,45,24-Apr-19,"$4,223,121 ","$10,254,418 "
21,20,26-Apr-19,Unknown,"$1,754,341 "
21,358,24-Apr-19,"$2,137,080 ","$4,942,382 "
21,33,24-Apr-19,"$24,971,474 ","$62,191,621 "
21,49,24-Apr-19,"$27,108,549 ","$63,290,219 "
21,30,25-Apr-19,"$719,293 ","$4,175,061 "
21,36,25-Apr-19,"$1,869,661 ","$4,500,776 "
21,354,26-Apr-19,"$210,341 ","$749,185 "
21,39,24-Apr-19,"$19,570,574 ","$34,145,771 "
21,370,26-Apr-19,"$250,594 ","$627,672 "
21,31,24-Apr-19,"$5,924,591 ","$15,066,568 "
21,234,26-Apr-19,"$523,126 ","$1,360,313 "
21,47,24-Apr-19,"$2,563,454 ","$8,161,984 "
21,48,25-Apr-19,"$4,676,158 ","$10,558,455 "
21,351,25-Apr-19,"$1,709,377 ","$4,296,991 "
21,40,26-Apr-19,"$903,796 ","$3,376,295 "
21,1008,25-Apr-19,Unknown,"$804,153 "
21,421,25-Apr-19,"$847,357 ","$1,990,548 "
21,386,25-Apr-19,"$237,429 ","$611,641 "
21,27,26-Apr-19,"$2,374,923 ","$7,167,751 "
21,34,26-Apr-19,"$13,440,594 ","$32,666,859 "
21,46,24-Apr-19,"$4,937,120 ","$11,757,702 "
21,41,24-Apr-19,"$4,061,031 ","$8,786,816 "
21,90,26-Apr-19,"$3,027,473 ","$7,920,068 "
21,380,25-Apr-19,"$1,935,477 ","$5,971,461 "
21,971,25-Apr-19,"$5,935,919 ","$12,783,189 "
21,44,25-Apr-19,"$55,981,204 ","$115,000,524 "
21,54,25-Apr-19,"$6,809,670 ","$17,729,729 "
21,591,25-Apr-19,"$1,136,801 ","$3,617,750 "
21,55,25-Apr-19,"$26,363,627 ","$85,672,282 "
21,56,25-Apr-19,"$6,501,934 ","$18,864,424 "
21,57,25-Apr-19,"$6,115,286 ","$17,689,425 "
21,52,26-Apr-19,"$31,905,293 ","$77,594,943 "
21,595,25-Apr-19,"$624,968 ","$1,564,327 "
21,598,25-Apr-19,"$594,720 ","$1,366,731 "
21,58,26-Apr-19,"$149,742 ","$1,001,684 "
21,61,24-Apr-19,"$24,010,504 ","$59,113,013 "
21,852,24-Apr-19,Unknown,"$29,330,722 "
21,91,26-Apr-19,"$26,757,337 ","$62,678,476 "
21,62,24-Apr-19,"$15,427,619 ","$34,775,278 "
21,81,26-Apr-19,"$13,176,307 ","$55,304,132 "
21,60,24-Apr-19,"$10,059,257 ","$21,123,193 "
21,64,24-Apr-19,"$4,039,510 ","$9,571,751 "
21,63,24-Apr-19,"$17,977,175 ","$32,839,486 "
21,1007,29-Apr-19,"$15,411,511 ","$46,006,725 "
21,65,24-Apr-19,"$5,517,581 ","$14,346,820 "
21,82,24-Apr-20,Unknown,"$105,483,265 "
21,886,24-Apr-19,"$12,847,762 ","$29,386,075 "
21,66,24-Apr-19,"$14,165,523 ","$27,230,829 "
21,84,26-Apr-19,"$2,971,259 ","$11,703,305 "
21,86,24-Apr-19,"$175,961,330 ","$629,100,298 "
22,1,2-Jul-19,"$92,579,212 ","$390,532,085 "
22,43,5-Jul-19,"$680,223 ","$2,900,488 "
22,973,4-Jul-19,"$388,653 ","$1,011,144 "
22,32,3-Jul-19,"$940,237 ","$3,509,237 "
22,359,5-Jul-19,"$119,397 ","$463,096 "
22,385,4-Jul-19,"$208,092 ","$754,087 "
22,420,4-Jul-19,"$698,032 ","$2,629,060 "
22,45,2-Jul-19,"$850,862 ","$3,880,704 "
22,20,4-Jul-19,Unknown,"$1,031,976 "
22,372,5-Jul-19,"$90,004 ","$395,958 "
22,358,3-Jul-19,"$393,877 ","$1,898,839 "
22,33,3-Jul-19,"$8,270,495 ","$26,194,848 "
22,49,4-Jul-19,"$5,125,891 ","$19,415,724 "
22,233,5-Jul-19,"$16,954 ","$64,789 "
22,30,3-Jul-19,"$461,155 ","$1,677,145 "
22,36,4-Jul-19,"$541,288 ","$1,721,523 "
22,354,5-Jul-19,"$73,263 ","$363,212 "
22,972,4-Jul-19,"$828,739 ","$3,151,675 "
22,39,10-Jul-19,"$4,277,622 ","$13,498,204 "
22,962,4-Jul-19,"$129,142 ","$384,177 "
22,254,3-Jul-19,"$56,474 ","$237,597 "
22,965,4-Jul-19,"$923,662 ","$2,363,570 "
22,371,5-Jul-19,"$69,654 ","$278,832 "
22,961,4-Jul-19,"$241,589 ","$728,148 "
22,370,5-Jul-19,"$112,112 ","$352,990 "
22,31,4-Jul-19,"$1,801,022 ","$7,423,794 "
22,234,5-Jul-19,"$100,839 ","$444,647 "
22,47,3-Jul-19,"$739,341 ","$3,649,837 "
22,968,4-Jul-19,"$282,118 ","$581,684 "
22,48,5-Jul-19,"$1,294,522 ","$4,485,734 "
22,351,4-Jul-19,"$610,333 ","$2,082,416 "
22,974,4-Jul-19,"$744,412 ","$1,592,526 "
22,40,5-Jul-19,"$417,508 ","$1,320,710 "
22,1008,4-Jul-19,Unknown,"$321,479 "
22,421,3-Jul-19,"$283,922 ","$900,895 "
22,386,4-Jul-19,"$61,795 ","$240,848 "
22,27,3-Jul-19,"$1,044,089 ","$2,329,671 "
22,34,5-Jul-19,"$4,361,687 ","$15,118,477 "
22,46,3-Jul-19,"$936,322 ","$4,464,431 "
22,41,3-Jul-19,"$824,463 ","$2,887,577 "
22,90,5-Jul-19,"$891,681 ","$2,974,337 "
22,380,4-Jul-19,"$1,163,610 ","$2,540,145 "
22,971,4-Jul-19,"$3,153,611 ","$6,440,839 "
22,44,5-Jul-19,"$10,514,785 ","$47,123,033 "
22,54,4-Jul-19,"$1,611,591 ","$4,116,370 "
22,297,4-Jul-19,"$31,643 ","$94,377 "
22,591,4-Jul-19,"$365,420 ","$1,261,551 "
22,55,4-Jul-19,"$8,001,298 ","$20,408,674 "
22,56,4-Jul-19,"$1,607,648 ","$5,575,886 "
22,57,4-Jul-19,"$2,144,092 ","$5,183,590 "
22,1-809,4-Jul-19,"$260,018 ","$855,984 "
22,593,5-Jul-19,"$997,906 ","$3,122,585 "
22,1-876,3-Jul-19,"$74,223 ","$317,697 "
22,52,4-Jul-19,"$10,386,486 ","$32,298,318 "
22,595,4-Jul-19,"$118,422 ","$361,575 "
22,51,4-Jul-19,"$1,737,645 ","$5,366,523 "
22,1013,3-Jul-19,"$318,068 ","$975,827 "
22,598,4-Jul-19,"$242,216 ","$602,876 "
22,58,5-Jul-19,"$117,077 ","$573,244 "
22,61,1-Jul-19,"$7,283,065 ","$27,621,636 "
22,852,28-Jun-19,Unknown,"$11,572,556 "
22,91,4-Jul-19,"$6,521,818 ","$14,881,604 "
22,62,3-Jul-19,"$9,798,342 ","$17,183,895 "
22,81,28-Jun-19,"$6,477,158 ","$28,137,054 "
22,60,3-Jul-19,"$3,679,010 ","$8,688,888 "
22,976,5-Jul-19,"$40,957 ","$168,832 "
22,64,3-Jul-19,"$1,059,903 ","$3,783,522 "
22,92,5-Jul-19,"$252,988 ","$665,852 "
22,63,3-Jul-19,"$5,719,954 ","$10,578,935 "
22,1007,4-Jul-19,"$9,637,262 ","$21,370,915 "
22,65,2-Jul-19,"$2,681,145 ","$6,951,063 "
22,82,2-Jul-19,"$24,554,461 ","$56,325,251 "
22,886,3-Jul-19,"$4,114,830 ","$12,185,406 "
22,66,3-Jul-19,"$3,501,894 ","$11,293,121 "
22,84,3-Jul-19,"$1,617,278 ","$4,774,244 "
22,86,28-Jun-19,"$95,044,125 ","$198,999,549 "
